1	2137146	2137264	AT1G06960	+	-0.267	-0.283	
1	3643582	3643732	AT1G10910	+	-0.1193183699	-0.0793950986	
1	5668739	5668919	AT1G16560	+	-0.463	-0.497	
1	5725725	5725825	AT1G16720	+	-0.0483399951	-0.0903362583	
1	6421303	6421398	AT1G18660	+	-0.3	-0.321	
1	10739689	10739823	AT1G30410	+	-0.2402585923	-0.1494374979	
1	11430452	11431136	AT1G31850	+	-0.409	-0.519	
1	18511962	18512090	AT1G49980	+	-0.457	-0.479	
1	20169029	20169100	AT1G54030	+	-0.183	-0.182	
1	20326956	20327360	AT1G54440	+	-0.34	-0.285	-0.481
1	24902358	24902437	AT1G66760	+	-0.366	-0.333	
1	26405496	26405598	AT1G70100	+	-0.179	-0.162	
1	29302163	29302249	AT1G77930	+	-0.1208848867	-0.1199275562	-0.0872080107
1	30358295	30358379	AT1G80780	+	-0.338	-0.388	-0.307
2	950208	950309	AT2G03140	+	-0.663	-0.48	-0.543
2	1646031	1646155	AT2G04690	+	-0.338	-0.262	-0.266
2	1646066	1646155	AT2G04690	+	-0.3069972213	-0.1014139539	-0.2228665155
2	1679909	1680015	AT2G04790	+	-0.4	-0.593	
2	2351548	2351672	AT2G06025	+	-0.2392210055	-0.143718511	-0.1647016077
2	8264194	8264305	AT2G19080	+	-0.2110932433	-0.1710385803	-0.1324001505
2	9083261	9083339	AT2G21195	+	-0.1842018596	-0.1806378603	-0.1936611219
2	9149976	9150112	AT2G21385_and_AT2G21390	+	-0.2807941067	-0.3042020728	
2	10980344	10980621	AT2G25740	+	-0.42	-0.517	-0.507
2	11697163	11697449	AT2G27340	+	-0.266	-0.393	
2	13696288	13696412	AT2G32250	+	-0.211	-0.269	
2	18866503	18866607	AT2G45830	+	-0.6414262673	-0.5275709588	
3	590808	591041	AT3G02740	+	-0.1210536113	-0.2725682286	-0.1609519733
3	952866	953063	AT3G03773	+	-0.17	-0.189	
3	1040958	1041065	AT3G04020	+	-0.287	-0.343	
3	1355945	1356024	AT3G04910	+	-0.0566550418	-0.080642882	
3	5441869	5441936	AT3G16030	+	-0.273	-0.54	
3	6747663	6747929	AT3G19460	+	-0.9131888344	-0.6508834412	-0.9727149167
3	6748909	6748991	AT3G19460	+	-0.368	-0.422	
3	8420426	8420496	AT3G23480	+	-0.586	-0.673	
3	9032064	9032377	AT3G24740	+	-0.2150006628	-0.1140235893	
3	16217057	16217237	AT3G44665_and_AT3G44670	+	-0.1505960355	-0.2211135103	
3	17814285	17814376	AT3G48190	+	-0.242	-0.636	
3	18127230	18127861	AT3G48880	+	-0.386	-0.46	
3	19986758	19986880	AT3G53970	+	-0.1265240109	-0.0939154197	
3	20001313	20001384	AT3G54010	+	-0.1536180053	-0.1267434577	-0.1874892914
4	642979	643087	AT4G01510	+	-0.508	-0.539	-0.59
4	827717	827801	AT4G01915	+	-0.359	-0.333	
4	5758484	5758982	AT4G08980	+	-0.26	-0.295	-0.313
4	11478539	11478618	AT4G21585	+	-0.698	-0.57	
4	12173873	12173941	AT4G23270	+	-0.3558046509	-0.0954647423	-0.2798784068
4	15721807	15722016	AT4G32590	+	-0.529	-0.156	-0.207
4	15757019	15757112	AT4G32660	+	-0.1375341403	-0.0933812434	
4	16352079	16352342	AT4G34140	+	-0.509	-0.24	
4	16418893	16418994	AT4G34310	+	-0.191	-0.207	
4	17984705	17984806	AT4G38420	+	-0.1061474765	-0.1412502642	
5	3382197	3382327	AT5G10710	+	-0.295	-0.266	-0.298
5	7248217	7248349	AT5G21930	+	-0.0640021203	-0.0804929159	
5	7650681	7651266	AT5G22875	+	-0.0808455695	-0.1027268456	-0.1014514643
5	16235813	16235883	AT5G40530	+	-0.269926731	-0.1815352461	
5	19677034	19677545	AT5G48543_and_AT5G48545	+	-0.086226949	-0.1040784816	
5	19677600	19677694	AT5G48545	+	-0.177	-0.144	
5	23549903	23550032	AT5G58190_and_AT5G58200	+	-0.1171171398	-0.0748633879	
5	24523687	24523780	AT5G60940	+	-0.298	-0.364	-0.348
5	26446704	26446801	AT5G66160	+	-0.1166692419	-0.1330718403	
