1	442718	442620	AT1G02260	-	0.2849267148	0.1479815008	0.173049738	
1	667372	667281	AT1G02960	-	0.284	0.211		
1	2111761	2111602	AT1G06890	-	0.1952106044	0.0939256801		
1	2421903	2421783	AT1G07820	-	0.0737987303	0.0933756133	0.2056933368	
1	4766594	4766470	AT1G13940	-	0.1897475539	0.1393195346	0.310897153	
1	10109926	10109811	AT1G28960	-	0.2070255826	0.1061306395		
1	27346746	27346664	AT1G72640	-	0.0565346624	0.0428730067		
2	2350115	2350202	AT2G06025	+	0.4562005205	0.3865897383		
2	8125594	8125802	AT2G18750	+	0.0908269451	0.1710103356		
2	8866403	8866574	AT2G20585	+	1.0	1.0		
2	10205501	10205622	AT2G23985	+	0.445	0.24		
2	19684144	19683832	AT2G48130	-	0.297612908	0.2867249988	0.4412072687	
3	4925556	4925653	AT3G14660	+	0.0353219403	0.1100767154		
3	7006733	7006635	AT3G20070	-	0.323	0.421	-0.738	
3	7006734	7006635	AT3G20070	-	0.2834975659	0.4044618321		
3	10287397	10287280	AT3G27770	-	0.1495236216	0.1155819144	0.1399646368	
3	18353466	18353226	AT3G49500	-	0.416	0.67	0.265	
3	22797937	22798054	AT3G61600	+	0.0996209509	0.1170262711	0.0876530217	
4	202292	202396	AT4G00450	+	0.3620960373	0.4101658087		
4	1144052	1144137	AT4G02600	+	0.1098384853	0.4013433714		
4	9376834	9377179	AT4G16660	+	0.0639834269	0.1050493946		
4	15099410	15099504	AT4G30993_and_AT4G08425	+	0.0611265106	0.0707306457	0.1193903776	
4	16945513	16945604	AT4G35770	+	0.0800372147	0.0529167736	0.1792940161	
4	16945832	16945909	AT4G35770	+	0.0667287158	0.4548894771		
5	1906424	1906566	AT5G06265	+	0.32	0.474		
5	2356015	2356127	AT5G07440	+	0.0652712326	0.0319896119		
5	15065479	15065604	AT5G37850	+	0.228	0.246	-0.207	
5	18818500	18818592	AT5G46390	+	0.0717199524	0.2764125671		
5	21822629	21822720	AT5G53760	+	0.1928288576	0.1617011846		
5	26466274	26466364	AT5G66240	+	0.0715221027	0.1137716276		
5	26541925	26541752	AT5G66460_and_AT5G66470	-	0.0783434143	0.1136389357		
