1	26536604	26537404	26536517	AT1G70410	-	0.0360968132	0.1172890073		
5	24288720	24288724	24289224	AT5G60390	+	0.0367282042	0.0463066653		
3	4220273	4220289	4220100	AT3G13120	-	0.0451936491	0.0744859753	0.0878268008	
2	14709808	14709812	14709931	AT2G34860	+	0.0657788317	0.0303217384		
2	19663657	19663669	19663747	AT2G48070	+	0.0710985996	0.0511516923		
4	2122895	2123117	2123194	AT4G04340	+	0.0721157988	0.1032061564		
1	9303845	9303909	9303439	AT1G26850	-	0.0747633111	0.1014520978	0.1622542076	0.0730955461
2	15143475	15143478	15143351	AT2G36060	-	0.0839858808	0.1002893416		
3	19495266	19495269	19495028	AT3G52560	-	0.0957855805	0.090847997	0.1247467104	
2	12675644	12675699	12675568	AT2G29650	-	0.106171024	0.1230776843		
4	13937258	13937285	13936536	AT4G28025	-	0.1073016221	0.1002134677	0.1271793157	
5	17187282	17187297	17187201	AT5G42870	-	0.1079366263	0.239561674		
3	1355275	1355277	1355718	AT3G04910	+	0.108459688	0.1465669148	0.1522383627	
4	13435596	13435652	13434925	AT4G26630	-	0.1117598104	0.1270019899	0.2160152702	0.2627470284
2	11314985	11315020	11314742	AT2G26590	-	0.1208779083	0.1899020031		
5	6213067	6213160	6213280	AT5G18640	+	0.1242845046	0.1539177215	0.3232091771	
1	20860710	20860831	20861271	AT1G55810	+	0.1292009719	0.2849817156		
1	17462224	17462227	17462308	AT1G47550	+	0.14	0.595		
5	3452076	3452085	3451575	AT5G10940	-	0.1402023073	0.2633776229	0.2457419858	
2	8584261	8584264	8584469	AT2G19880	+	0.1470124365	0.124047948	0.2361979018	
4	12567238	12567251	12567144	AT4G24230	-	0.1497834637	0.2181094171		
2	7401232	7401248	7401633	AT2G17033	+	0.1519381383	0.3480218083		
5	17220362	17220386	17219258	AT5G42940	-	0.1521845392	0.1224710115	0.161096428	0.3887962315
1	3503370	3503374	3503004	AT1G10590	-	0.1526526001	0.1308295915	0.1811685258	
1	20030944	20030962	20030667	AT1G53650	-	0.1540440777	0.1520548239		
2	17345988	17345993	17345768	AT2G41600	-	0.1587173017	0.4204957839		
5	17843415	17843433	17843307	AT5G44290	-	0.1606585688	0.1220427016		
4	693500	693515	693612	AT4G01600	+	0.162	0.492		
5	25345802	25345811	25346145	AT5G63190	+	0.1625966672	0.1082638942	0.1506463932	
1	18253848	18253869	18254042	AT1G49340	+	0.164039255	0.3195298603		
5	16228022	16228049	16228120	AT5G40500	+	0.1650555218	0.1699479129	0.1115455306	
3	20178157	20178160	20178064	AT3G54500	-	0.166	0.238		
3	4638932	4638938	4639007	AT3G14010	+	0.168899849	0.2516638104	0.2776811819	
1	27381147	27381165	27380901	AT1G72740	-	0.1738768925	0.1883408038	0.1649165437	
1	20516178	20516205	20516272	AT1G55000	+	0.1798662445	0.1208302311	0.5072187649	
1	10134777	10134797	10135051	AT1G29040_and_AT1G29041	+	0.1822884359	0.2382997508	0.2243280569	
1	2925688	2925712	2925248	AT1G09060	-	0.1857330901	0.1849451694		
1	4615978	4616059	4616428	AT1G13460	+	0.1872829852	0.171501415		
3	21114162	21114207	21114059	AT3G57050	-	0.1886867571	0.2041625996	0.2228698548	0.18973497
1	27514351	27514355	27514268	AT1G73170	-	0.1905307742	0.1416413772		
5	24604075	24604081	24603983	AT5G61150	-	0.2015948525	0.2029647834	0.2190847617	0.1880453645
2	7401232	7401235	7401633	AT2G17033	+	0.2039172695	0.3185846695		
1	276623	276706	276519	AT1G04053_and_AT1G01760	-	0.2063314629	0.4126122415		
3	21114161	21114206	21114059	AT3G57050	-	0.208	0.194		
5	17843414	17843432	17843307	AT5G44290	-	0.214	0.145		
1	11295991	11296000	11295912	AT1G31550	-	0.2245433127	0.5707094016	0.2646171037	
3	7423328	7423334	7423407	AT3G21175	+	0.227	0.278	0.738	
4	8552747	8552769	8552924	AT4G14965	+	0.2321128071	0.1274960891	0.158995455	0.3589742291
1	18497084	18497129	18496750	AT1G49950	-	0.2322028529	0.1889198263	0.1881236403	
4	15039550	15039566	15039642	AT4G30900	+	0.2344506022	0.2642143549		
5	13525621	13525642	13525279	AT5G35330	-	0.2350548509	0.2040284093	0.3282000384	
3	2966513	2966520	2966616	AT3G09670	+	0.2401208549	0.3716359084		
