5	25494578	25494407	AT5G63700	-	-0.509	-0.55	-0.553	
5	20710725	20710590	AT5G50915	-	-0.34	-0.296		
4	17974519	17974419	AT4G38380	-	-0.385	-0.613	-0.5	
4	12755142	12755048	AT4G24740	-	-0.199	-0.184	-0.197	
3	20178941	20178804	AT3G54500	-	-0.213	-0.288		
3	18353467	18353226	AT3G49500	-	0.416	0.67		
2	9590081	9589982	AT2G22570	-	-0.4	-0.35	-0.34	
2	10202981	10202911	AT2G23980	-	-0.265	-0.219	-0.308	
4	1527400	1527173	AT4G03440	-	-0.453	-0.401	-0.522	
1	667373	667281	AT1G02960	-	0.284	0.211		
2	14208175	14208049	AT2G33540	-	-0.426	-0.393	-0.53	
1	9716538	9716339	AT1G27900	-	-0.245	-0.332	-0.309	
5	369895	369786	AT5G01950	-	-0.298	-0.374		
1	9675309	9675232	AT1G27770	-	-0.173	-0.159		
4	15144493	15144317	AT4G31150	-	-0.227	-0.259	-0.291	
1	5676108	5676006	AT1G16610	-	-0.417	-0.623		
1	4348241	4347790	AT1G12750	-	-0.318	-0.262		
1	5164537	5164347	AT1G14970	-	-0.439	-0.376	-0.738	
2	15369449	15369366	AT2G36680	-	-0.36	-0.373	-0.459	
3	2682387	2682193	AT3G08840	-	-0.293	-0.4		
3	4692927	4692688	AT3G14150	-	-0.686	-0.471		
2	10930828	10930719	AT2G25670	-	-0.236	-0.17	-0.263	
1	21215107	21214789	AT1G56612	-	-0.295	-0.356		
3	4614056	4613968	AT3G13970	-	-0.178	-0.293		
5	9312107	9311956	AT5G26680	-	-0.24	-0.352		
2	18190561	18190340	AT2G43920	-	-0.175	-0.242		
1	8296419	8296342	AT1G23360	-	-0.241	-0.352		
5	3571870	3571668	AT5G11210	-	-0.442	-0.677		
4	16153716	16153345	AT4G33625	-	-0.175	-0.178		
3	3008348	3007938	AT3G09800	-	-0.193	-0.231		
2	7819512	7819425	AT2G17970	-	-0.467	-0.548		
3	7833723	7833556	AT3G22190	-	-0.214	-0.28		
3	7006734	7006635	AT3G20070	-	0.323	0.421		
3	18353444	18353210	AT3G49500	-	-0.622	-0.613		
1	442718	442620	AT1G02260	-	0.2849267148	0.1479815008	0.173049738	
1	2111761	2111602	AT1G06890	-	0.1952106044	0.0939256801		
1	2421903	2421783	AT1G07820	-	0.0737987303	0.0933756133	0.2056933368	
1	4613755	4613516	AT1G13450	-	-0.1634617446	-0.105715985	-0.2438712602	
1	4766594	4766470	AT1G13940	-	0.1897475539	0.1393195346	0.310897153	
1	5064972	5064811	AT1G14710	-	-0.0978440828	-0.1285546474	-0.1163593443	
1	5164537	5164347	AT1G14970	-	-0.3433615807	-0.769389184		
1	6799099	6798953	AT1G19650	-	-0.2111520047	-0.1873903149		
1	8296419	8296342	AT1G23360	-	-0.1848437046	-0.2354848745	-0.1843193051	-0.1862494428
1	9675309	9675232	AT1G27770	-	-0.1828780283	-0.1581346308	-0.1831383769	
1	9716538	9716339	AT1G27900	-	-0.2388069147	-0.3126824158	-0.2852917462	
1	10109926	10109811	AT1G28960	-	0.2070255826	0.1061306395		
1	22996058	22995919	AT1G62250	-	-0.113967474	-0.1465616673	-0.1512647617	
1	27346746	27346664	AT1G72640	-	0.0565346624	0.0428730067		
2	7082545	7082470	AT2G16370	-	-0.1135654793	-0.1126078714		
2	9590081	9589982	AT2G22570	-	-0.4511201153	-0.3319732445	-0.302950455	
2	10202981	10202911	AT2G23980_and_AT2G23987	-	-0.2687256973	-0.1969029554	-0.2890804142	
2	10930828	10930719	AT2G25670	-	-0.1169959311	-0.0744841601	-0.1995248135	
2	14208175	14208049	AT2G33540	-	-0.4069634929	-0.3624376558	-0.4518013374	
2	15369449	15369361	AT2G36680	-	-0.4206063573	-0.3662212072	-0.2524451019	
2	15369449	15369366	AT2G36680	-	-0.338709427	-0.3874508032	-0.4956822599	
2	15743429	15743353	AT2G37510	-	-0.2411138154	-0.1945594672	-0.3301222665	
2	17403905	17403808	AT2G41720	-	-0.2278514462	-0.1137379416	-0.2896164066	
3	101532	101356	AT3G01310	-	-0.1901906867	-0.1630218712	-0.1931181949	
3	8947286	8947208	AT3G24530	-	-0.21203655	-0.1622581144	-0.1908722308	-0.1588184437
3	9805473	9805408	AT3G26690	-	-0.2527426936	-0.1893476019	-0.1546228343	
3	10287397	10287280	AT3G27770	-	0.1495236216	0.1155819144	0.1399646368	
3	20178941	20178804	AT3G54500	-	-0.1261480804	-0.3398923341	-0.6447358244	
3	20271074	20270980	AT3G54760	-	-0.0757290825	-0.1445421724		
3	21297470	21297375	AT3G57530	-	-0.1184417707	-0.1014816773		
4	7125336	7125245	AT4G11840	-	-0.1647026861	-0.2550892903		
4	12755142	12755048	AT4G24740	-	-0.2206855421	-0.1950418326		
4	13917343	13917240	AT4G27960	-	-0.0529474027	-0.0678563374	-0.0931884855	
4	15144493	15144317	AT4G31150	-	-0.2549060977	-0.2172449608	-0.2838582934	
5	172561	172086	AT5G01410	-	-0.0502683703	-0.0597702169		
5	2780808	2780725	AT5G08580	-	-0.1568150107	-0.151105828	-0.2037367327	
5	16539734	16539350	AT5G41340	-	-0.0757907766	-0.0674568945	-0.0795171414	
5	22740256	22740141	AT5G56180	-	-0.2740198275	-0.1075056885	-0.1878176221	
5	24146289	24146098	AT5G59970	-	-0.1088498337	-0.0844614853	-0.054372961	
5	25494578	25494407	AT5G63700	-	-0.2810953055	-0.4010391958	-0.382040501	
1	21539394	21539300	AT1G58180	-	-0.0986594342	-0.122028508		
2	428706	428223	AT2G01930	-	-0.1011202329	-0.1238114084		
