1	11430452	11431135	AT1G31850	+
1	18511962	18512089	AT1G49980	+
1	20169029	20169099	AT1G54030	+
1	20326956	20327359	AT1G54440	+
1	21214789	21215106	AT1G56612	-
1	2137146	2137263	AT1G06960	+
1	24902358	24902436	AT1G66760	+
1	26405496	26405597	AT1G70100	+
1	30358295	30358378	AT1G80780	+
1	4347790	4348240	AT1G12750	-
1	5164347	5164536	AT1G14970	-
1	5668739	5668918	AT1G16560	+
1	5676006	5676107	AT1G16610	-
1	6421303	6421397	AT1G18660	+
1	667281	667372	AT1G02960	-
1	8296342	8296418	AT1G23360	-
1	9675232	9675308	AT1G27770	-
1	9716339	9716537	AT1G27900	-
2	10202911	10202980	AT2G23980	-
2	10205501	10205622	AT2G23985	+
2	10930719	10930827	AT2G25670	-
2	10980344	10980620	AT2G25740	+
2	11697163	11697448	AT2G27340	+
2	13696288	13696411	AT2G32250	+
2	14208049	14208174	AT2G33540	-
2	15369366	15369448	AT2G36680	-
2	1646031	1646154	AT2G04690	+
2	1679909	1680014	AT2G04790	+
2	18190340	18190560	AT2G43920	-
2	7819425	7819511	AT2G17970	-
2	950208	950308	AT2G03140	+
2	9589982	9590080	AT2G22570	-
3	1040958	1041064	AT3G04020	+
3	17814285	17814375	AT3G48190	+
3	18127230	18127860	AT3G48880	+
3	18353210	18353443	AT3G49500	-
3	18353226	18353466	AT3G49500	-
3	20178804	20178940	AT3G54500	-
3	2682193	2682386	AT3G08840	-
3	3007938	3008347	AT3G09800	-
3	4613968	4614055	AT3G13970	-
3	4692688	4692926	AT3G14150	-
3	5441869	5441935	AT3G16030	+
3	6748909	6748990	AT3G19460	+
3	7006635	7006733	AT3G20070	-
3	7833556	7833722	AT3G22190	-
3	8420426	8420495	AT3G23480	+
3	952866	953062	AT3G03773	+
4	11478539	11478617	AT4G21585	+
4	12173873	12173940	AT4G23270	+
4	12755048	12755141	AT4G24740	-
4	15144317	15144492	AT4G31150	-
4	1527173	1527399	AT4G03440	-
4	15721807	15722015	AT4G32590	+
4	16153345	16153715	AT4G33625	-
4	16352079	16352341	AT4G34140	+
4	16418893	16418993	AT4G34310	+
4	17974419	17974518	AT4G38380	-
4	5758484	5758981	AT4G08980	+
4	642979	643086	AT4G01510	+
4	827717	827800	AT4G01915	+
5	15065479	15065604	AT5G37850	+
5	1906424	1906566	AT5G06265	+
5	19677600	19677693	AT5G48545	+
5	20710590	20710724	AT5G50915	-
5	24523687	24523779	AT5G60940	+
5	25494407	25494577	AT5G63700	-
5	3382197	3382326	AT5G10710	+
5	3571668	3571869	AT5G11210	-
5	369786	369894	AT5G01950	-
5	9311956	9312106	AT5G26680	-
1	10109926	10109811	AT1G28960	-
1	10739689	10739823	AT1G30410	+
1	20169029	20169100	AT1G54030	+
1	2111761	2111602	AT1G06890	-
1	2137146	2137264	AT1G06960	+
1	21539394	21539300	AT1G58180	-
1	22996058	22995919	AT1G62250	-
1	2421903	2421783	AT1G07820	-
1	27346746	27346664	AT1G72640	-
1	29302163	29302249	AT1G77930	+
1	3643582	3643732	AT1G10910	+
1	442718	442620	AT1G02260	-
1	4613755	4613516	AT1G13450	-
1	4766594	4766470	AT1G13940	-
1	5064972	5064811	AT1G14710	-
1	5164537	5164347	AT1G14970	-
1	5725725	5725825	AT1G16720	+
1	6421303	6421398	AT1G18660	+
1	6799099	6798953	AT1G19650	-
1	8296419	8296342	AT1G23360	-
1	9675309	9675232	AT1G27770	-
1	9716538	9716339	AT1G27900	-
2	10202981	10202911	AT2G23980_and_AT2G23987	-
