1	10131070	10131135	AT1G29030	0.0364635365	-	-0.3534884482	0.3534884482	SE
1	10769244	10769248	AT1G30450	0.033966034	+	-0.4141058002	0.4141058002	A3
1	10887827	10887850	AT1G30690	0.0274725275	+	-0.1225820204	0.1225820204	A5
1	10994243	10994473	AT1G30890	0.0334665335	+	0.1947296867	0.1947296867	AF
1	11193962	11193980	AT1G31300	0.015984016	+	0.5288808071	0.5288808071	SE
1	11295991	11296000	AT1G31550	0.0454545455	-	0.2646171037	0.2646171037	A5
1	11465575	11465660	AT1G31930	0.037962038	+	0.4134112792	0.4134112792	SE
1	11677923	11677925	AT1G32370	0.032967033	+	0.7497688679	0.7497688679	A5
1	12400965	12400986	AT1G34065	0.036963037	-	-0.4297440091	0.4297440091	A5
1	12550584	12550588	AT1G34370	0.024975025	+	-0.1511536247	0.1511536247	A5
1	12749650	12749737	AT1G34780	0.0354645355	-	0.251257835	0.251257835	A5
1	12978013	12978080	AT1G35340	0	+	1	1	RI
1	13124815	13124827	AT1G35580	0.0354645355	-	0.1014597797	0.1014597797	A3
1	14291900	14291930	AT1G38065	0.01998002	-	0.5	0.5	A3
1	1584581	1584588	AT1G05400	0	+	-1	1	A5
1	15973300	15973353	AT1G42540_and_AT1G42550	0.0464535465	+	0.4906043094	0.4906043094	A5
1	16970827	16970833	AT1G44900	0.0354645355	+	0.2576561192	0.2576561192	A3
1	1761228	1761301	AT1G05830	0.048951049	+	-0.6903474035	0.6903474035	RI
1	1761301	1761309	AT1G05830	0.035964036	+	-0.3801296494	0.3801296494	A3
1	17928633	17928719	AT1G48490	0.002997003	-	-0.7506158848	0.7506158848	RI
1	17934248	17934328	AT1G48500	0.0294705295	+	0.8845167424	0.8845167424	RI
1	17960781	17960798	AT1G48580	0.043956044	-	0.7066603261	0.7066603261	A5
1	18060963	18060978	AT1G48830	0.0124875125	-	-0.1024251801	0.1024251801	A3
1	18253848	18253869	AT1G49340	0.0184815185	+	0.3195298603	0.3195298603	A5
1	18446196	18446199	AT1G49830	0	-	-1	1	A3
1	18708791	18708808	AT1G50500	0.026973027	-	0.2919972257	0.2919972257	A3
1	18712285	18712297	AT1G50500	0.032967033	-	0.2254970983	0.2254970983	A3
1	18715377	18715434	AT1G50500	0.026973027	-	0.2804275165	0.2804275165	A3
1	18950007	18950014	AT1G51160	0.044955045	+	-0.1242790346	0.1242790346	A3
1	19032179	19032184	AT1G51340	0.042957043	+	0.3631861978	0.3631861978	A3
1	19250199	19250211	AT1G51840	0.017982018	-	-0.57633882	0.57633882	A3
1	19250199	19250358	AT1G51840	0.0277222777	-	-0.6201614551	0.6201614551	A3
1	19250291	19250605	AT1G51840	0.0434565435	-	0.4412683094	0.4412683094	A5
1	19323932	19323940	AT1G51980	0.0374625375	-	-0.0772465029	0.0772465029	A3
1	19506356	19506765	AT1G52370	0.014985015	+	-0.4545066838	0.4545066838	AF
1	19506356	19506765	AT1G52370	0.0312187812	+	-0.7183079128	0.7183079128	AF
1	19607907	19607941	AT1G52630	0.028971029	-	-0.382337967	0.382337967	A3
1	19767221	19767326	AT1G53040	0.025974026	-	0.3262269092	0.3262269092	A5
1	197904	197974	AT1G01540	0.0394605395	+	-0.1133663756	0.1133663756	RI
