1	6952652	6952745	AT1G20060	5.96597899287816E-11	-	0.989	0.989
1	3502762	3503049	AT1G10590	9.9342756243445E-13	-	-0.863	0.863
2	9239032	9239098	AT2G21590	0.0265435067156205	+	-0.772	0.772
2	14822971	14826162	AT2G35160	0	+	0.771	0.771
5	26600147	26600244	AT5G66640	3.94390742286588E-10	+	-0.767	0.767
2	14929242	14929477	AT2G35550	0.004088069022317	+	-0.751	0.751
1	6550477	6550681	AT1G18950	0	+	-0.745	0.745
5	3571759	3572276	AT5G11210	0.0006563469385682	-	-0.742	0.742
1	5164277	5165139	AT1G14970	1.1904250597719E-05	-	-0.738	0.738
3	4638722	4638938	AT3G14010	0	+	0.707	0.707
5	3571813	3572276	AT5G11210	0.0028934223008998	-	-0.688	0.688
4	12694137	12694656	AT4G24580	0.0075459676234525	-	0.688	0.688
5	3571064	3572276	AT5G11210	0.0081553766911033	-	-0.677	0.677
4	16321843	16322341	AT4G03365	0.0006640817051683	+	-0.676	0.676
4	15980116	15980443	AT4G33130	1.70277284303538E-05	-	-0.673	0.673
1	24298704	24299559	AT1G09765	0.0036028731411284	+	0.672	0.672
5	248875	249207	AT5G01660	0.037235891286345	-	-0.653	0.653
2	410932	411032	AT2G01905	0.0371238160085473	+	-0.65	0.65
5	21498423	21499440	AT5G53020	2.15015354862763E-05	+	-0.64	0.64
3	17814186	17814422	AT3G48190	4.25314351706822E-05	+	-0.636	0.636
3	1539581	1539763	AT3G05380	5.22354036215997E-06	+	0.632	0.632
1	26565301	26565849	AT1G70490	0.0005880894161542	-	-0.628	0.628
1	5675618	5676319	AT1G16610	0.0001799521678134	-	-0.623	0.623
3	18350490	18353673	AT3G49500	0.0002337282582287	-	-0.622	0.622
5	16674167	16674230	AT5G41690	0.000346267559025	-	-0.62	0.62
1	6956469	6957090	AT1G20065	8.49464265694308E-05	+	-0.608	0.608
1	29293206	29293278	AT1G77890	6.66114634284233E-09	+	0.597	0.597
1	5668392	5668739	AT1G16560	0.0005021981611294	+	0.595	0.595
