1	10109926	10109811	AT1G28960	-
1	10739689	10739823	AT1G30410	+
1	20169029	20169100	AT1G54030	+
1	2111761	2111602	AT1G06890	-
1	2137146	2137264	AT1G06960	+
1	21539394	21539300	AT1G58180	-
1	22996058	22995919	AT1G62250	-
1	2421903	2421783	AT1G07820	-
1	27346746	27346664	AT1G72640	-
1	29302163	29302249	AT1G77930	+
1	3643582	3643732	AT1G10910	+
1	442718	442620	AT1G02260	-
1	4613755	4613516	AT1G13450	-
1	4766594	4766470	AT1G13940	-
1	5064972	5064811	AT1G14710	-
1	5164537	5164347	AT1G14970	-
1	5725725	5725825	AT1G16720	+
1	6421303	6421398	AT1G18660	+
1	6799099	6798953	AT1G19650	-
1	8296419	8296342	AT1G23360	-
1	9675309	9675232	AT1G27770	-
1	9716538	9716339	AT1G27900	-
2	10202981	10202911	AT2G23980_and_AT2G23987	-
2	10204388	10204040	AT2G23980_and_AT2G23987	-
2	10327330	10327134	AT2G24270	-
2	10930828	10930719	AT2G25670	-
2	10980344	10980621	AT2G25740	+
2	11697163	11697449	AT2G27340	+
2	13660100	13660184	AT2G32150	+
2	14208175	14208049	AT2G33540	-
2	15369449	15369361	AT2G36680	-
2	15369449	15369366	AT2G36680	-
2	15743429	15743353	AT2G37510	-
2	1646031	1646155	AT2G04690	+
2	1646066	1646155	AT2G04690	+
2	17403905	17403808	AT2G41720	-
2	17582855	17582997	AT2G42190	+
2	18271153	18271085	AT2G44180	-
2	18866503	18866607	AT2G45830	+
2	19360526	19360450	AT2G47160	-
2	19684144	19683832	AT2G48130	-
2	2350115	2350202	AT2G06025	+
2	2351548	2351672	AT2G06025	+
2	428706	428223	AT2G01930	-
2	7082545	7082470	AT2G16370	-
2	8125594	8125802	AT2G18750	+
2	8264194	8264305	AT2G19080	+
2	864248	864020	AT2G02960	-
2	8866403	8866574	AT2G20585	+
2	9083261	9083339	AT2G21195	+
2	9149976	9150112	AT2G21385_and_AT2G21390	+
2	9590081	9589982	AT2G22570	-
3	101532	101356	AT3G01310	-
3	10287397	10287280	AT3G27770	-
3	1254769	1254282	AT3G04610	-
3	1309933	1309855	AT3G04770_and_AT3G04780	-
3	1355945	1356024	AT3G04910	+
3	1462903	1462786	AT3G05165	-
3	16217057	16217237	AT3G44665_and_AT3G44670	+
3	1623820	1623752	AT3G05600	-
3	19864363	19864153	AT3G53560_and_AT3G53570	-
3	19986758	19986880	AT3G53970	+
3	20001313	20001384	AT3G54010	+
3	20178941	20178804	AT3G54500	-
3	20271074	20270980	AT3G54760	-
3	21297470	21297375	AT3G57530	-
3	22797937	22798054	AT3G61600	+
3	4925556	4925653	AT3G14660	+
3	590808	591041	AT3G02740	+
3	6747663	6747929	AT3G19460	+
3	6748909	6748991	AT3G19460	+
3	7006734	7006635	AT3G20070	-
3	7443073	7442975	AT3G21215	-
3	8420426	8420496	AT3G23470_and_AT3G23480	+
3	8947286	8947208	AT3G24530	-
3	9032064	9032377	AT3G24740	+
3	9805473	9805408	AT3G26690	-
4	10303725	10303631	AT4G18740	-
4	1144052	1144137	AT4G02600	+
4	12173873	12173941	AT4G23270	+
4	12755142	12755048	AT4G24740	-
4	13890726	13890819	AT4G27900	+
4	13917343	13917240	AT4G27960	-
4	15099410	15099504	AT4G30993_and_AT4G08425	+
4	15144493	15144317	AT4G31150	-
4	15757019	15757112	AT4G32660	+
4	16153716	16153345	AT4G33625	-
4	16945513	16945604	AT4G35770	+
4	16945832	16945909	AT4G35770	+
4	17974519	17974419	AT4G38380	-
4	17984705	17984806	AT4G38420	+
4	202292	202396	AT4G00450	+
4	5758484	5758982	AT4G08980	+
4	6287071	6286996	AT4G10050	-
4	7125336	7125245	AT4G11840	-
4	9376834	9377179	AT4G16660	+
5	15065479	15065605	AT5G37850	+
5	16235813	16235883	AT5G40530	+
5	16539734	16539350	AT5G41340	-
5	172561	172086	AT5G01410	-
5	18818500	18818592	AT5G46390	+
5	19677034	19677545	AT5G48543_and_AT5G48545	+
5	19677600	19677694	AT5G48543_and_AT5G48545	+
5	21822629	21822720	AT5G53760	+
5	21882857	21882734	AT5G53900	-
5	22686300	22686398	AT5G56020	+
5	22740256	22740141	AT5G56180	-
5	23549903	23550032	AT5G58190_and_AT5G58200	+
5	2356015	2356127	AT5G07440	+
5	24146289	24146098	AT5G59970	-
5	24523687	24523780	AT5G60940	+
5	25494578	25494407	AT5G63700	-
5	26446704	26446801	AT5G66160	+
5	26466274	26466364	AT5G66240	+
5	26541925	26541752	AT5G66460_and_AT5G66470	-
5	2780808	2780725	AT5G08580	-
5	3382197	3382327	AT5G10710	+
5	640889	640755	AT5G02810	-
5	7248217	7248349	AT5G21930	+
5	7650681	7651266	AT5G22875	+
5	8971673	8971438	AT5G25770	-
