1	17881066	17881228	AT1G48390	0	-	-1	1
1	20245059	20245401	AT1G54217	0	-	1	1
2	8838439	8838524	AT2G20500_and_AT2G20510	0	-	-1	1
2	19237293	19238032	AT2G46800	0	+	-1	1
4	6972847	6972925	AT4G11480	0	+	-1	1
4	11196171	11196332	AT4G20920	0	-	-1	1
5	24805806	24805905	AT5G61730	0	-	-1	1
1	24989714	24991766	AT1G66960	0.032967033	-	-0.9231033273	0.9231033273
1	18040931	18041346	AT1G48770_and_AT1G48780	0	+	0.898934733	0.898934733
4	9685454	9685977	AT4G17310	0.02997003	-	-0.8709242947	0.8709242947
1	9086897	9087153	AT1G26260	0.0044955045	+	-0.8403957521	0.8403957521
5	17354780	17355097	AT5G43240	0.0274725275	-	-0.8342083841	0.8342083841
3	23442601	23442690	AT3G63480	0.002997003	-	-0.7631915639	0.7631915639
4	12873626	12873711	AT4G25070	0.046953047	+	-0.7148250122	0.7148250122
5	8807555	8807680	AT5G25370	0.0464535465	-	0.7147357363	0.7147357363
4	9685454	9686498	AT4G17310	0.02997003	-	0.7077186442	0.7077186442
5	8623372	8623970	AT5G25040	0.026973027	+	-0.6982868003	0.6982868003
1	18496750	18497084	AT1G49950	0.005994006	-	-0.6600236531	0.6600236531
3	10227329	10227700	AT3G27610	0.04995005	-	-0.6537569272	0.6537569272
4	12889390	12889470	AT4G25110	0.046953047	-	0.6510775624	0.6510775624
5	6776073	6776735	AT5G20060	0.0082417582	+	0.6478177149	0.6478177149
4	9685454	9685903	AT4G17310	0.02997003	-	0.6442535555	0.6442535555
2	18865923	18867160	AT2G45830	0.04995005	+	-0.6414262673	0.6414262673
5	3249837	3249958	AT5G10330	0.044955045	-	0.63845435	0.63845435
1	29815873	29816607	AT1G79270	0.008991009	+	-0.6381422853	0.6381422853
2	13036915	13037382	AT2G30600	0.0404595405	+	-0.6324639892	0.6324639892
1	6550669	6550769	AT1G18950	0.025974026	+	-0.6217520006	0.6217520006
2	520660	520981	AT2G02080	0	-	-0.6120559816	0.6120559816
2	14822889	14822985	AT2G35160	0.03996004	+	-0.6023744812	0.6023744812
2	17622374	17623441	AT2G42300	0.045954046	+	-0.5947372591	0.5947372591
1	1907169	1907430	AT1G06230	0.02997003	+	-0.5846943479	0.5846943479
1	6952224	6952309	AT1G20060	0.0474525475	-	0.5736600122	0.5736600122
5	18624249	18625014	AT5G45920	0.031968032	+	-0.5639057988	0.5639057988
4	9785903	9785996	AT4G17570	0.0004995005	-	-0.5635815132	0.5635815132
1	3821780	3822147	AT1G11360	0.04995005	-	-0.5564353382	0.5564353382
1	28107927	28108395	AT1G74810	0.013986014	+	0.5473851859	0.5473851859
5	17699285	17699458	AT5G43990	0.0494505495	+	-0.5441522438	0.5441522438
1	29816510	29816607	AT1G79270	0.023976024	+	-0.5430984206	0.5430984206
1	20722292	20722394	AT1G55500	0.031968032	+	0.5372273517	0.5372273517
4	13539828	13540218	AT4G26965	0.0024975025	+	-0.5302885976	0.5302885976
3	6773716	6774538	AT3G19520	0.005994006	+	0.521466295	0.521466295
1	23863216	23863291	AT1G64300	0.0254745255	+	0.5204485992	0.5204485992
2	7606870	7606963	AT2G17500	0.031968032	+	0.5075756794	0.5075756794
2	13036814	13037382	AT2G30600	0.0404595405	+	-0.5042509257	0.5042509257
1	22692820	22693247	AT1G61500	0.0134865135	-	0.5016725003	0.5016725003
1	24349510	24349964	AT1G65486	0.0464535465	+	-0.4972878025	0.4972878025
2	13036924	13037382	AT2G30600	0.011988012	+	-0.4964635665	0.4964635665
4	12426711	12427055	AT4G23910	0	+	0.493785822	0.493785822
2	1993574	1994166	AT2G05440	0.013986014	+	-0.4850761676	0.4850761676
1	8464	8594	AT1G01020	0.005994006	-	0.4831529104	0.4831529104
1	29293272	29293401	AT1G77890_and_AT1G77910	0.02997003	+	0.4820953445	0.4820953445
5	19240164	19240802	AT5G47430	0.0374625375	-	-0.4786610105	0.4786610105
3	1539728	1540550	AT3G05380	0.011988012	+	0.4686773711	0.4686773711
4	10835321	10835700	AT4G19990	0.03996004	+	0.465288323	0.465288323
2	10980122	10980688	AT2G25740	0.002997003	+	-0.4618883104	0.4618883104
4	8614273	8614693	AT4G15090	0.031968032	+	-0.4554960873	0.4554960873
4	13125038	13125186	AT4G25800	0.0124875125	+	-0.4542373473	0.4542373473
1	17853297	17853411	AT1G48310	0.012987013	-	0.4521630953	0.4521630953
1	274083	274171	AT1G01740	0.026973027	-	0.4513898	0.4513898
2	9589797	9590214	AT2G22570	0.003996004	-	-0.4511201153	0.4511201153
1	813581	813929	AT1G03310	0	+	-0.4507000005	0.4507000005
1	8182128	8182218	AT1G23080	0	-	-0.4502530475	0.4502530475
3	1922717	1923738	AT3G06340	0.01998002	-	0.4467171341	0.4467171341
5	2055047	2055367	AT5G06670	0.03996004	-	-0.4382775492	0.4382775492
1	737233	737624	AT1G03080	0.023976024	-	0.4292829347	0.4292829347
5	248443	248980	AT5G01660	0.0234765235	-	-0.4285980165	0.4285980165
1	29597210	29597316	AT1G78690	0.031968032	+	-0.4261959545	0.4261959545
4	17885351	17885753	AT4G38092	0.0494505495	+	-0.422973457	0.422973457
2	15369246	15369495	AT2G36680	0.002997003	-	-0.4206063573	0.4206063573
4	11719164	11719710	AT4G22120	0.0384615385	-	0.42028664	0.42028664
1	29792210	29792309	AT1G79190	0.0174825175	+	-0.4199774551	0.4199774551
4	6248662	6249116	AT4G09980	0.0004995005	-	-0.4145428306	0.4145428306
2	14207914	14209192	AT2G33540	0.000999001	-	-0.4069634929	0.4069634929
3	2650613	2651085	AT3G08720	0.047952048	-	0.4062992943	0.4062992943
2	19002161	19002322	AT2G46270	0.018981019	+	-0.4039033062	0.4039033062
3	4692688	4692931	AT3G14150	0.0134865135	-	0.4034118993	0.4034118993
5	15260750	15263892	AT5G38210	0.040959041	+	0.4008580612	0.4008580612
3	6748759	6749322	AT3G19460	0.0412920413	+	-0.400566273	0.400566273
3	6747370	6748109	AT3G19460	0.0412920413	+	-0.400566273	0.400566273
5	18967717	18967823	AT5G46740	0.0074925075	-	0.3995714807	0.3995714807
1	18367819	18368344	AT1G49630	0.0134865135	-	-0.3983167259	0.3983167259
1	27263135	27263828	AT1G72420	0.030969031	-	-0.3959901378	0.3959901378
3	8420278	8420595	AT3G23470_and_AT3G23480	0.011988012	+	-0.3937319194	0.3937319194
5	18056573	18056668	AT5G44750	0.001998002	+	0.3925685282	0.3925685282
3	1922714	1923235	AT3G06340	0.01998002	-	0.3902614199	0.3902614199
3	7006635	7006734	AT3G20070	0.034965035	-	-0.3882786559	0.3882786559
5	20881386	20881525	AT5G51410	0.003996004	-	0.38715986	0.38715986
3	23434825	23434950	AT3G63460	0	-	0.3863730251	0.3863730251
1	5743829	5744139	AT1G16780_and_AT1G16800	0.008991009	-	0.3841958062	0.3841958062
3	20406259	20407101	AT3G55060	0.030969031	-	-0.3765002627	0.3765002627
5	3740877	3741504	AT5G11630_and_AT5G11640	0.00999001	+	0.3762786177	0.3762786177
4	8419887	8420164	AT4G14695	0.048951049	+	-0.3689444802	0.3689444802
4	18561884	18561993	AT4G40050	0.000999001	-	-0.3654910974	0.3654910974
1	3567965	3568324	AT1G10740	0.000999001	-	-0.3624001276	0.3624001276
3	23053581	23053671	AT3G62290	0	+	-0.3621376789	0.3621376789
5	19817029	19817773	AT5G48880	0.0174825175	-	0.3611069734	0.3611069734
1	5164278	5165139	AT1G14970	0.0324675325	-	-0.3606305875	0.3606305875
3	2394486	2394574	AT3G07510	0.003996004	-	0.3600233865	0.3600233865
