2	15246743	15246762	AT2G36360	-
2	18048626	18048642	AT2G43465	-
4	1377407	1377410	AT4G03110	-
4	9685454	9685710	AT4G17310	-
4	9685454	9686024	AT4G17310	-
5	6105986	6105989	AT5G18420	-
5	14571909	14571933	AT5G36930	-
1	4749834	4749837	AT1G13880	+
1	5253545	5253548	AT1G15280	+
1	16911209	16911212	AT1G44780	+
2	13870116	13870122	AT2G32700	+
3	1259566	1259569	AT3G04630	+
3	3265472	3265475	AT3G10480	+
1	8570	8593	AT1G01020	-
1	240959	240964	AT1G01660	-
1	1513824	1513830	AT1G05230	-
1	2056632	2056650	AT1G06710	-
1	5744111	5744138	AT1G16780	-
1	6952305	6952308	AT1G20060	-
1	6952652	6952655	AT1G20060	-
1	8182205	8182217	AT1G23080	-
1	26565290	26565317	AT1G70490	-
1	26565301	26565317	AT1G70490	-
1	27594494	27594498	AT1G73390	-
2	182004	182016	AT2G01420	-
2	520976	520980	AT2G02080	-
2	9257650	9257661	AT2G00720	-
2	11951918	11952026	AT2G28060	-
2	16571179	16571190	AT2G39730	-
2	18058044	18058056	AT2G43490	-
2	18772378	18772421	AT2G45540	-
3	101513	101531	AT3G01310	-
3	2326718	2326724	AT3G07300	-
3	4427849	4427864	AT3G13560	-
3	7006705	7006733	AT3G20070	-
3	20178157	20178160	AT3G54500	-
3	21114161	21114206	AT3G57050	-
3	23392347	23392378	AT3G63340	-
3	23434943	23434949	AT3G63460	-
4	6249104	6249115	AT4G09980	-
4	7150886	7151059	AT4G11900	-
4	9686443	9686497	AT4G17310	-
4	9785983	9785995	AT4G17570	-
4	12119101	12119113	AT4G23130	-
4	12567237	12567250	AT4G24230	-
4	15879537	15879545	AT4G32900	-
4	17974504	17974518	AT4G38380	-
4	18561988	18561992	AT4G40050	-
5	1351593	1351635	AT5G04690	-
5	1500325	1500419	AT5G05080	-
5	3571759	3571869	AT5G11210	-
5	6962214	6962218	AT5G20580	-
5	9312085	9312106	AT5G26680	-
5	13525620	13525641	AT5G35330	-
5	14975877	14975901	AT5G37690	-
5	17843414	17843432	AT5G44290	-
1	813581	813604	AT1G03310	+
1	1584581	1584588	AT1G05400	+
1	5668709	5668739	AT1G16560	+
1	6550669	6550681	AT1G18950	+
1	6550669	6550681	AT1G18950	+
1	8246298	8246303	AT1G23230	+
1	10029267	10029435	AT1G28520	+
1	17462224	17462227	AT1G47550	+
1	20722292	20722308	AT1G55500	+
1	25375712	25375726	AT1G67700	+
1	29293272	29293278	AT1G77890	+
1	29293272	29293278	AT1G77890	+
1	29597190	29597235	AT1G78690	+
1	29597210	29597235	AT1G78690	+
1	29665589	29665602	AT1G78910	+
1	29792210	29792228	AT1G79190	+
1	29816510	29816515	AT1G79270	+
1	30181053	30181077	AT1G80270	+
2	950208	950231	AT2G03140	+
2	1679886	1679909	AT2G04790	+
2	7341210	7341247	AT2G16930	+
2	10205241	10205501	AT2G23985	+
2	13381092	13381103	AT2G31370	+
2	13729206	13729242	AT2G32320	+
2	18062595	18062599	AT2G43500	+
2	19002161	19002230	AT2G46270	+
3	1539728	1539763	AT3G05380	+
3	4638932	4638938	AT3G14010	+
3	6748904	6748909	AT3G19460	+
3	7423328	7423334	AT3G21175	+
3	9105713	9106239	AT3G24929	+
4	7183002	7183006	AT4G11970	+
4	9638820	9638824	AT4G17150	+
4	16125521	16125525	AT4G33520	+
5	3740877	3740942	AT5G11630	+
5	9779844	9779904	AT5G27630	+
5	15065479	15065512	AT5G37850	+
5	17699285	17699345	AT5G43990	+
5	18056573	18056585	AT5G44750	+
5	25494407	25494577	AT5G63700	-
5	24523687	24523779	AT5G60940	+
5	20710590	20710724	AT5G50915	-
5	2780725	2780807	AT5G08580	-
5	1470541	1470656	AT5G04980	-
4	17974419	17974518	AT4G38380	-
5	15065479	15065604	AT5G37850	+
4	12755048	12755141	AT4G24740	-
4	11719164	11719398	AT4G22120	-
3	21260145	21260240	AT3G57440	+
4	5758484	5758981	AT4G08980	+
3	20178804	20178940	AT3G54500	-
2	11697163	11697448	AT2G27340	+
4	15242754	15242865	AT4G31408	-
2	1679909	1680014	AT2G04790	+
2	9589982	9590080	AT2G22570	-
2	10202911	10202980	AT2G23980	-
1	21214789	21215106	AT1G56612	-
2	1646031	1646154	AT2G04690	+
4	9686024	9686443	AT4G17310	-
1	29958745	29958841	AT1G79620	-
1	29959839	29959917	AT1G79620	-
1	18511962	18512089	AT1G49980	+
3	6326026	6326121	AT3G18430	+
5	25385077	25385150	AT5G63370	-
1	260417	260507	AT1G01700	-
1	30358295	30358378	AT1G80780	+
2	14208049	14208174	AT2G33540	-
5	15409811	15409971	AT5G38480	+
5	9311956	9312106	AT5G26680	-
1	9716339	9716537	AT1G27900	-
3	952866	953062	AT3G03773	+
1	2819858	2819969	AT1G08810	-
1	29907330	29907707	AT1G09863	+
1	3223831	3224378	AT1G09910	-
1	2137146	2137263	AT1G06960	+
4	15144317	15144492	AT4G31150	-
1	6421303	6421397	AT1G18660	+
5	3281277	3281418	AT5G10440	-
4	7150780	7151059	AT4G11900	-
1	5668709	5668918	AT1G16560	+
1	20860831	20861270	AT1G55810	+
2	18108719	18109068	AT2G43680	+
3	8420426	8420495	AT3G23480	+
1	5164347	5164536	AT1G14970	-
1	24902358	24902436	AT1G66760	+
2	6481656	6481827	AT2G15000	-
2	7284804	7284882	AT2G16790	-
2	950208	950308	AT2G03140	+
2	18866503	18866606	AT2G45830	+
4	642979	643086	AT4G01510	+
3	917358	917851	AT3G03702	-
5	3382197	3382326	AT5G10710	+
4	15721807	15722015	AT4G32590	+
2	10980344	10980620	AT2G25740	+
5	11612045	11612177	AT5G30490	+
2	15369366	15369448	AT2G36680	-
5	3571668	3571869	AT5G11210	-
2	16456345	16456563	AT2G39410	+
2	18062599	18062690	AT2G43500	+
4	12924044	12924372	AT4G25230	+
3	6121039	6121128	AT3G17860	+
3	590808	591040	AT3G02740	+
3	4180821	4181096	AT3G13060	+
5	2852641	2852865	AT5G08750	+
3	2680590	2680664	AT3G08840	-
3	2682193	2682386	AT3G08840	-
4	16351030	16351294	AT4G34140	+
2	7819425	7819511	AT2G17970	-
3	9105713	9106323	AT3G24929	+
3	7006635	7006705	AT3G20070	-
1	20169029	20169099	AT1G54030	+
4	15853891	15853960	AT4G32850	+
